head,relation,tail
808,1,digitalisierung
808,1,energie
809,0,4
809,1,kreativität
809,1,modernisierung
809,1,engagement
809,1,inbetriebnahme
809,1,programmieren einfacher erweiterungen & änderungen der bestehenden plt-strukturen
809,1,wartung
809,1,instandsetzung
809,1,fehlersuche
809,1,störungsbehebung
809,1,elektrotechnik
809,1,automatisierung
809,1,automatisierung
809,1,steuerungen & prozessleitsystemen
809,1,b&r aprol
809,1,programmierung
809,1,visualisierung
809,1,elektriker
809,1,mechatroniker
809,1,servicetechniker
809,1,edv-kenntnisse
809,1,sorgfalt
809,1,verantwortungsbewusstsein
809,1,zuverlässigkeit
809,1,begeisterungsfähigkeit
809,1,selbstständigkeit
809,1,unkompliziertes wesen
809,1,freundliches auftreten
809,1,teamfähigkeit
810,0,14
810,1,elektroniker
810,1,ausbildung
810,1,elektroniker*in
810,1,schwerpunkt betriebstechnik
810,1,-visualisierung
810,1,selbständig
810,1,verantwortungsbewusst
810,1,belastbar
810,1,zuverlässig
810,1,einsatzbereitschaft
810,1,engagement
810,1,freude an teamarbeit
811,0,3
811,1,beratung
811,1,consumer electronic
811,1,gehaltsmodell
811,1,kommunikationsstärke
811,1,durchsetzungsvermögen
812,0,3
812,1,industrielle mess- und automatisierungstechnik
812,1,3d-drucker
812,1,keyence
812,1,digitalisierung
812,1,studienabsolvent
812,1,berufserfahrung
812,1,pkw-führerschein
812,1,führungsverantwortung
812,1,firmenwagen
812,1,tankkarte
812,1,weiterbildungsinstitution
812,1,teamevents
812,1,teamgeist
812,1,stellenspezifischen
812,1,kundenbetreuung
813,0,11
813,1,sauberkeit
813,1,waschen
813,1,betrieb
813,1,it-planung
813,1,it-controlling
813,1,berufserfahrung
813,1,office-paket
813,1,deutsch
813,1,eigenverantwortliches arbeiten
813,1,weiterbildungsmöglichkeiten
813,1,firmenevents
813,1,englisch
813,1,deutsch
814,0,13
814,1,instandhaltung
814,1,beratung
814,1,reise-monteur
814,1,wartung
814,1,instandsetzung
814,1,mechanische ausbildung
814,1,verantwortungsbewusstsein
814,1,pc-kenntnisse
814,1,organisation
814,1,teamfähigkeit
814,1,führerschein klasse b
814,1,führerschein klasse b
814,1,mobil
815,0,13
815,1,snacks
815,1,funktionstest
815,1,uhrspätschicht
815,1,handwerkliches geschick
815,1,auffassungsgabe
815,1,zuverlässigkeit
815,1,flexibilität
815,1,teamfähigkeit
815,1,quereinsteiger
815,1,mess-
815,1,industrie
816,0,4
816,1,soft- und hardwarekomponenten
816,1,sps-programmierung
816,1,programmierung
816,1,maschinen-inbetriebnahme
816,1,"erstellung der softwaredokumentation 
bedienerschulung 
unterstützung der programmierung von software-generatoren mit c# 
zusammenarbeit mit entwicklern der gesamten teamtechnik-gruppe und mitarbeit in bereichsübergreifenden software-arbeitskreisen 
zusammenarbeit mit verschiedenen internen fachabteilungen"
816,1,mechatronik
816,1,automatisierungstechnik
816,1,berufserfahrung
816,1,maschinen-programmierung
816,1,sps
816,1,hmi
816,1,maschinen-inbetriebnahme
816,1,hochsprachenkenntnisse
816,1,sql
816,1,deutsch- und englischkenntnisse in wort und schrift
816,1,teamfähigkeit
816,1,verlässlichkeit
816,1,loyalität
816,1,reisebereitschaft
816,1,funktionsprüfanlagen
817,0,1
817,1,eigenmotivation
817,1,projektleitung
817,1,automatisierung
817,1,robotik
817,1,instandhaltung
817,1,vernetzung
817,1,dokumente
817,1,gestaltungsfreiräumen
817,1,automatisierung
817,1,robotik
817,1,elektrotechnik
817,1,maschinenbau
817,1,projektleitung
817,1,kommunikationsstärke
817,1,englischkenntnisse
817,1,prozessaffinität
817,1,eigenverantwortung
817,1,ms-office-kenntnisse
818,0,3
818,1,eigenmotivation
818,1,angebotserstellung
818,1,bearbeitung von kundenwarenkörben
818,1,"erstellung von konditionsrahmen.
     verhandlung und pflege von vertraglichen"
818,1,kundenvereinbarungen
818,1,mitreisen
818,1,kaufmännische ausbildung
818,1,betriebswirtschaftliches studium
818,1,ms-office
818,1,kommunikationsstärke
818,1,durchsetzungsvermögen
818,1,verantwortung
818,1,bezuschusste mitgliedschaft
819,0,13
819,1,functional safety
819,1,produktentwicklung
819,1,functional safety
819,1,projektmanagement
819,1,ableitung
819,1,entwicklung
819,1,informatik
819,1,automatisierungstechnik
819,1,berufserfahrung
819,1,fmea / fmeda und funktionaler sicherheit mit und konnten bereits erfahrung mit hardware / software schnittstellen
819,1,kommunikationsprotokollen
819,1,anforderungsmanagement
819,1,verifikation
819,1,teamgeist
819,1,automatisierungstechnik
819,1,ansprechpartner
819,1,remote
819,1,automatisierungstechnik
820,0,5
820,1,akkreditiertes kalibrierlabor
820,1,servicetechniker
820,1,prüftechnik
820,1,kundenbetreuung
820,1,wartung
820,1,reparatur
820,1,kalibrierung
820,1,inbetriebnahme
820,1,anwenderschulungen
820,1,mechatroniker
820,1,pneumatik
820,1,berufserfahrung
820,1,kundenorientiertes auftreten
820,1,innen- und aussendienst
820,1,01.08.2023
821,0,4
821,1,hmi
821,1,schaltplan erstellung
821,1,cad systemen
821,1,sw-dokumentationen
821,1,inbetriebnahme
821,1,serviceeinsätze
821,1,einweisung
821,1,automatisierungstechnik
821,1,elektrotechnik
821,1,siemens tia portal
821,1,ip
821,1,opc-server
821,1,selbstständig
821,1,dialog
821,1,pc-/ms-office-kenntnisse
821,1,verantwortungsbewusstsein
821,1,teamarbeit
821,1,überzeugst
821,1,eigenverantwortliches arbeiten
821,1,automatisierung
821,1,siemens tia portal
822,0,0
822,1,"avnet embedded gmbh: 
  avnet embedded konzentriert sich auf intelligente embedded- und display-lösungen für unterschiedliche industrieanwendungen"
822,1,qseven- und smarc-modulen
822,1,wireless- und storage-lösungen
822,1,avnet embedded
822,1,tht bestückung
822,1,führen qualitätskontrollen
822,1,arbeitsvorbereitung
822,1,tht bestückung
822,1,berufserfahrung
822,1,elektronikfertigung
822,1,löten von bauteilen
822,1,teamfähig
822,1,belastbar
822,1,3-
822,1,mitarbeiterzuwendungen
822,1,mittagszeit
823,0,5
823,1,ansprechperson
823,1,anlagediagnose
823,1,automatisierungstechnik
823,1,fehleranalyse
823,1,reparaturen
823,1,instandsetzung
823,1,wieder-inbetriebnahme
823,1,mechatroniker
823,1,automatisierungstechnik
823,1,reisebereitschaft
823,1,englischkenntnisse
823,1,eigenverantwortung
823,1,agiles arbeiten
823,1,automatisierungstechnik
823,1,wartung
823,1,mechatronik
824,0,5
824,1,wartung
824,1,instandhaltung
824,1,führerschein
824,1,eigenverantwortung
824,1,flexibilität
824,1,teamfähigkeit
824,1,führerschein klasse b
824,1,mobil
825,0,16
825,1,automatisierungstechnik
825,1,elektrotechnik
825,1,sensorik
825,1,selbstständigkeit
825,1,sorgfalt
825,1,handwerkliches geschick
825,1,energietechnik
825,1,automatisierungstechnik
826,0,3
826,1,kreativität
826,1,und
826,1,content-strategien
826,1,berufserfahrung
826,1,kommunikationsprozesse
826,1,englisch
826,1,organisation
827,0,0
827,1,flexibilität
827,1,praktischen arbeiten in einer produktion
827,1,handwerkliches geschick
827,1,zuverlässiges und selbständiges arbeiten
827,1,teamfähigkeit
827,1,flexibilität
827,1,kommunikationsfähigkeit
827,1,staplerführerschein
827,1,deutschkenntnisse
827,1,ausbildung
827,1,maler
827,1,stuckateur
827,1,produktionsprozesse
827,1,verkehrsanbindung
828,0,1
828,1,beste zugänge schaffen“-
828,1,tür- und torautomatik
828,1,profilhersteller
828,1,produktion
828,1,montage
828,1,wartung
828,1,instandsetzung
828,1,wartungs-
828,1,servicearbeiten
828,1,außendienst
828,1,prüfgrundlagen
828,1,montage
828,1,inbetriebnahme
828,1,handwerkliches geschick
828,1,elektroniker
828,1,führerschein klasse b
828,1,berufserfahrung
828,1,quereinsteiger
828,1,brandschutzkenntnisse
828,1,serviceorientiert
828,1,außendienst
829,0,13
829,1,eigenmotivation
829,1,strategie
829,1,verantwortlich
829,1,finanzprozessen
829,1,digitalisierungsprojekten
829,1,operativ
829,1,accountings
829,1,abgeschlossenes bachelor- oder masterstudium in den bereichen technische betriebswirtschaft
829,1,analytische fähigkeiten
829,1,praxiserfahrung
829,1,digitalisierung
829,1,automatisierung
829,1,"finance/leasing. 
   du interessierst dich für it- und finanztechnische prozesse"
829,1,projektmanagements
829,1,kommunikationsstärke
829,1,eigenverantwortung
829,1,selbstorganisationskompetenz
830,0,1
830,1,produktion
830,1,prüfberichte
830,1,beratung
830,1,berufserfahrung
830,1,produktsicherheit
830,1,englischkenntnisse
830,1,pc-kenntnisse
830,1,engagierter
830,1,kommunikativ
830,1,teamorientiert
830,1,angaben
830,1,15.07.2023
830,1,dokumental
831,0,4
831,1,schneiden von nahrungsmitteln
831,1,ms
831,1,automatisierungstechniker / sps-programmierer
831,1,programmieren maschinensteuerungen
831,1,sondermaschinen
831,1,ultraschall-stanz-
831,1,-schweißtechnik
831,1,unter verwendung
831,1,siemens s7
831,1,verfahrenstechnischen
831,1,projektmanagement
831,1,terminplanung
831,1,automatisierungstechniker/sps-programmierer
831,1,ingenieur
831,1,elektro-/automatisierungstechnik
831,1,berufserfahrung
831,1,siemens s7
831,1,tia portal
831,1,netzwerk-technik
831,1,ms-office-anwendungen
831,1,teamfähig
831,1,planungssicherheit
831,1,termintreue
832,0,4
832,1,inbetriebnahme
832,1,programmierung
832,1,inbetriebnahme
832,1,kundenschulungen
832,1,berufserfahrung
832,1,elektrotechnik
832,1,mechatronik
832,1,automatisierungstechnik
832,1,kommunikationsfähigkeiten
832,1,eigenverantwortliches handeln
832,1,selbstständige arbeitsweise
833,0,5
833,1,warmgetränken
833,1,arbeitseinteilung
833,1,homeoffice-möglichkeit
833,1,analyse
833,1,uvv-wartung
833,1,mechaniker
833,1,elektriker
833,1,quereinsteiger
833,1,uvv-prüfungen
833,1,eigeninitiative
833,1,serviceorientierung
833,1,auftreten
833,1,flexibel
833,1,deutschkenntnisse
833,1,deutsch
833,1,führerschein klasse b
833,1,mobil
834,0,4
834,1,programmierung
834,1,siemens tia portal
834,1,kunden- und
834,1,inbetriebnahme
834,1,begleitung von kundenabnahmen
834,1,elektrotechnik
834,1,mechatronik
834,1,maschinenbau
834,1,innovative technologien
834,1,deutschkenntnisse
834,1,reisebereitschaft
834,1,referenz-nr
835,0,3
835,1,kundenanfragen
835,1,berufserfahrung
835,1,ms-office kenntnisse
835,1,deutschkenntnisse
835,1,englischkenntnisse
835,1,führerschein klasse b
835,1,automatisierungstechnik
836,0,12
836,1,qualitätsverbesserungsmaßnahmen
836,1,stammdatenpflege
836,1,füllsimulationen
836,1,2d-zeichnungen
836,1,machbarkeitsanalysen
836,1,fmea
836,1,konstruktion
836,1,3d-cad-system
836,1,creo
836,1,sozialkompetenz
836,1,englischkenntnisse
836,1,fertigung
836,1,cad
837,0,3
837,1,akquise von neukund:innen und aufbau von strategischen und langfristigen geschäftsbeziehungen
837,1,angebotspräsentationen
837,1,kund:innen
837,1,betreuung
837,1,automatisierungstechnik
837,1,sondermaschinenbau
837,1,englischkenntnisse
837,1,weltweite reisebereitschaft
837,1,kommunikationsstärke
837,1,auftreten
837,1,referenz-nr
838,0,19
838,1,grundursachen
838,1,unfällen/zwischenfällen
838,1,neue prozesse
838,1,überprüfen anlagenpläne
838,1,potenzielle gefahren
838,1,kommunikation
838,1,"verwaltung von sicherheitsdatenblättern und aller brand- und notfallausrüstungen gehört ebenfalls zu ihrem aufgabengebiet.
 
  
 
 ihr profil: 
 
  sie sind ausgebildete fachkraft für arbeitssicherheit"
838,1,arbeitssicherheit
838,1,berufserfahrung
838,1,risikobewertung
838,1,lean-produktion
838,1,korrekturmaßnahmen
838,1,präsentationsfähigkeiten
838,1,problemlösungskompetenz
838,1,kritisches denken
838,1,microsoft-office
838,1,reisebereitschaft
838,1,autobahnanbindung
838,1,bewerbung.stieber
838,1,bewerbung.stieber
839,0,0
839,1,applikationslaboren
839,1,konstruktion
839,1,fehler und verbesserungen bei auftretenden schwierigkeiten mit/bei kund:innen
839,1,third level support
839,1,inbetriebnahme
839,1,anlagen-dokumentation
839,1,projektteams
839,1,automatisierungstechnik
839,1,konstrukteur
839,1,elektrokonstruktions-tools
839,1,e3
839,1,sap-kenntnisse
839,1,e-plan
839,1,teamfähig
839,1,selbständig
839,1,gleitzeitrahmen
839,1,flexiblen arbeitszeiten
839,1,bezuschusste
839,1,berufsunfähigkeitsversicherung
839,1,empfehlungsnetzwerk
839,1,elektrokonstrukteur
839,1,automatisierungstechnik
839,1,it support
840,0,14
840,1,automatisierung
840,1,automatisierungstechnik
840,1,projektleiter
840,1,abwicklungsphase
840,1,baufortschritte
840,1,koordinierung
840,1,inbetriebnahmen
840,1,elektroniker
840,1,automatisierungstechnik
840,1,edv-kenntnisse
840,1,kosten-
840,1,verantwortungsbewusstsein
840,1,zuverlässigkeit
840,1,teamfähigkeit
840,1,englischkenntnisse
841,0,0
841,1,umgang und bedienung von krananlagen
841,1,berufsausbildung
841,1,hydraulik
841,1,schichtarbeit
842,0,14
842,1,obermonteur elektrotechnik
842,1,berufserfahrung
842,1,kundenorientiert
842,1,flexibel
842,1,einkommensvorstellung
842,1,kundenberatung
842,1,ansprechpartner
843,0,4
843,1,verdrahtung
843,1,funktionstests
843,1,fehlersuche und -behebung
843,1,installations- und instandhaltungsarbeiten
843,1,ms office
844,0,6
844,1,elektrotechnik
844,1,informatik
844,1,automatisierungstechnik
844,1,physik
844,1,erfahrung
844,1,digitalisierungs- und automatisierungslösungen
844,1,produktion
844,1,engagement
844,1,strukturierte arbeitsweise
844,1,teamorientierte arbeitsweise
844,1,durchsetzungsfähigkeit
844,1,kommunikationsstärke
844,1,unternehmerisches denken
845,0,5
845,1,elektriker
845,1,servicetechniker
845,1,kompetenz
845,1,analysieren störungen
845,1,mechatroniker
845,1,elektriker
845,1,deutsch
846,0,4
846,1,office location
846,1,steuerungstechnik
846,1,software für anlagen zur großserienfertigung von batteriezellen
846,1,konzeption
846,1,prüfen von kundenanforderungen
846,1,programmierung
846,1,mitarbeit an risikoanalysen und sicherheitsbetrachtungen sowie durchführung von tests sowie inbetriebnahme
846,1,software
846,1,elektrotechnik
846,1,automatisierungstechnik
846,1,mechatronik
846,1,technisches verständnis
846,1,berufserfahrung
846,1,it tools
846,1,siemens tia
846,1,wincc
846,1,sap
846,1,teamplayer
846,1,schneller auffassungsgabe
846,1,bruttomonatsgehalt
846,1,sexual orientation
847,0,0
847,1,produktion
847,1,rüsten von stanzautomaten
847,1,berufserfahrung
847,1,edv kenntnisse
847,1,führungskraft
847,1,altersvorsorgung
848,0,0
848,1,produktionsmitarbeiter
848,1,industrieunternehmen
848,1,qualitätsbewusstsein
848,1,körperliche belastbarkeit
848,1,teamfähigkeit
848,1,handwerkliches geschick
848,1,engagement
848,1,deutsch
848,1,flexibilität
849,0,4
849,1,automatisierungsprojekte
849,1,fat
849,1,implementierung
849,1,inbetriebnahme
849,1,automatisierung
849,1,prozessautomatisierung
849,1,prozessautomatisierung
849,1,prozessleitsysteme
849,1,netzwerktechnik
849,1,kommunikationsfähigkeit
850,0,5
850,1,servicetechniker
850,1,probebetrieb
850,1,aufbau
850,1,inbetriebnahme
850,1,reparaturen
850,1,programmierung
850,1,fehlerbehebung
850,1,kundenunterweisungen
850,1,kundenschulungen
850,1,berufserfahrung
850,1,sondermaschinenbau
850,1,nc-programmierung
850,1,siemens
850,1,flexibel
850,1,technikbegeistert
850,1,teamfähig
850,1,reisebereitschaft
850,1,führerschein klasse b
851,0,5
851,1,außendienst
851,1,motoren
851,1,energieerzeugung
851,1,wartungen
851,1,tages- und mehrtageseinsätze
851,1,dokumentation
851,1,motoren
851,1,routinierte ausübung deines handwerks
851,1,lösungsorientiertes handeln
851,1,eigeninitiative
851,1,schulungen
851,1,spannendes arbeitsumfeld in einem sympathischen und motivierten team
851,1,wertschätzung
851,1,motoren
851,1,motoren
852,0,18
852,1,qualitätskontrolle
852,1,ladungssicherung
852,1,schweißarbeiten
852,1,wartungs-
852,1,flurförderfahrzeugen
852,1,metallbau
852,1,technisches verständnis
852,1,schweißkenntnisse
852,1,flurförderfahrzeugen
852,1,verantwortungsbewusste arbeitsweise
853,0,17
853,1,produktionsmitarbeiter
853,1,verpackungsprotokollen
853,1,reinigung des arbeitsplatzes
853,1,dokumentation
853,1,einhaltung der hygienerichtlinien sowie der unfallverhütungsvorschriften
853,1,formulare freigabe
853,1,hygienerichtlinien
853,1,unfallverhütungsvorschriften
853,1,erfahrung
853,1,lebensmittelhandwerk
853,1,schnelle auffassungsgabe
853,1,qualitätsbewusstsein
854,0,0
854,1,verwaltung
854,1,bedienung von tiefziehmaschinen
854,1,"einlegen und entnehmen der tiefziehprodukte 
  ausführung von vor- und nacharbeiten"
854,1,kontrolle
854,1,flurförderfahrzeugen
854,1,bedienen von maschinen
854,1,technische ausbildung
854,1,eigenverantwortliches arbeiten
854,1,engagement
854,1,teamfähigkeit
854,1,flexibilität
854,1,belastbarkeit
855,0,2
855,1,arbeitskleidung
855,1,wartungs- und reinigungsarbeiten
855,1,schichtbereitschaft
856,0,0
856,1,produktionsmitarbeiter
856,1,qualitätssicherung
856,1,bringen erfahrung
856,1,produktion
856,1,flexibel
856,1,zuverlässig
856,1,engagiert
856,1,schichtdienst
856,1,deutschkenntnisse
856,1,vwl-zuschuss
857,0,4
857,1,berufserfahrene
857,1,planung
857,1,programmierung
857,1,standardisierungen
857,1,aufbau von profibus- und ethernet-netzwerken
857,1,automatisierungstechnik
857,1,maschinenbau
857,1,ms-office-anwendungen
857,1,flexibilität
857,1,einsatzbereitschaft
857,1,sicherheitsbewusstsein
857,1,teamfähigkeit
857,1,strukturierte arbeitsweise
857,1,eigenständigkeit
858,0,6
858,1,eigenmotivation
858,1,beratung
858,1,betreuung
858,1,wartung
858,1,instandhaltung
858,1,automatisierungstechnik
858,1,automatisierungstechnik
858,1,robotik
858,1,berufserfahrung
858,1,wartung
858,1,sap
858,1,verantwortungsbewusste
858,1,flexibilität
858,1,teamfähigkeit
858,1,reisebereitschaft
858,1,bezuschusste mitgliedschaft
859,0,3
859,1,pflege von bestandskunden
859,1,betreuung
859,1,kaufmännische ausbildung
859,1,quereinsteiger
859,1,außendienst
859,1,ms-office programmen
859,1,kenntnisse von laserschneidsystemen
859,1,belastbarkeit
859,1,flexibilität
860,0,4
860,1,entwicklungsingenieur
860,1,automatisierungstechnik
860,1,inbetriebnahme
860,1,dokumentation
860,1,informationstechnik
860,1,mechatronik
860,1,informatik
860,1,mess- und regeltechnik
860,1,motiviert
860,1,selbständig
860,1,zuverlässig
860,1,engagement
860,1,betreuung
861,0,4
861,1,siemens
861,1,nc-technik
861,1,programmierung
861,1,inbetriebnahme
861,1,verifikation und validierung von fehlersicheren steuerungen
861,1,mechatronik
861,1,elektrotechnik
861,1,automatisierungstechnik
861,1,langfristige erfahrung
861,1,siemens sps
861,1,g-code-programmierungen
861,1,engagement
861,1,betreuung
862,0,15
862,1,projektleitung
862,1,sondermaschinenbau
862,1,automatisierungstechnik
862,1,mechanische konstruktion
862,1,baugruppen
862,1,montagezellen
862,1,montagelinien
862,1,projektzielen
862,1,fertigungs-
862,1,montage-
862,1,antriebstechnik
862,1,fördertechnik
862,1,sensorik
862,1,pneumatik
862,1,handlings- und greifersysteme
862,1,taktzeitbetrachtungen
862,1,maschinenbau
862,1,automatisierungstechnik
862,1,projektleitung
862,1,projektmanagement
862,1,konstruktionserfahrung
862,1,sondermaschinenbau
862,1,creo 2.0
862,1,solidworks
862,1,inventor
862,1,solid edge
862,1,überzeugende persönlichkeit
862,1,delegationsfähigkeit
862,1,verantwortungsbewusstsein
862,1,mechanische
862,1,automatisierungstechnik
862,1,dynamisch
862,1,verantwortungsbewusst
863,0,12
863,1,team
863,1,prinzing
863,1,komplettprogramm
863,1,prinzing
863,1,massenproduktion
863,1,produktionssysteme
863,1,prinzing
863,1,konstrukteur
863,1,konstruktion
863,1,zeichnungen und stücklisten
863,1,hydraulik
863,1,mechatronik
863,1,automatisierungstechnik
863,1,anlagen-/maschinenbau
863,1,kommunikationsfähigkeit
863,1,englisch
863,1,tolles team
864,0,7
864,1,leistungssteigerung
864,1,produktentwicklung
864,1,motivation
864,1,warenannahme
864,1,einlagerung
864,1,kommissionierung
864,1,auftragsabwicklung
864,1,deutschkenntnisse
865,0,4
865,1,sps-programmierung
865,1,siemens s7
865,1,"anpassung von schaltplänen 
         planung von steuerungen und komponenten"
865,1,verdrahtung
865,1,instandsetzung
865,1,mechatronik
865,1,automatisierungstechnik
865,1,sps-programmierung
865,1,siemens s7
865,1,e-plan p8 wünschenswert
865,1,office kenntnisse
865,1,deutsch- und englischkenntnisse
865,1,kunden- und zielorientierung
865,1,machauer
866,0,1
866,1,eigenmotivation
866,1,ökobilanz
866,1,berechnungen
866,1,projektsteuerung
866,1,implementieren prozesse
866,1,produktentwicklung
866,1,betriebswirtschaft
866,1,wirtschaftsingenieurwesen
866,1,microsoft-office-programmen
866,1,bezuschusste mitgliedschaft
867,0,13
867,1,mechanische montage
867,1,inbetriebnahme
867,1,service- und wartungseinsätzen
867,1,führerschein klasse b
867,1,reisebereitschaft
867,1,deutsch
868,0,3
868,1,verantwortung
868,1,präsentation
868,1,3d-cad-system
868,1,kommunikation
868,1,kundenberatung
868,1,reisebereitschaft
869,0,3
869,1,angebotserstellung
869,1,"aus- oder weiterbildung zum techniker / ingenieur erfolgreich abgeschlossen oder sind ein
      kaufmännisch ausgebildeter profi mit erfahrung im vertrieb.
      
      
     
      sie haben bereits erste erfolge in diesem tätigkeitsfeld idealerweise aus dem bereich"
869,1,robotik
869,1,automatisierung
869,1,kontaktstärke
869,1,englischkenntnisse
869,1,intelligente peripherien
869,1,automatisierung
869,1,robotik
869,1,standard-automationsbaustein
870,0,1
870,1,glas
870,1,customer support
870,1,chemist
870,1,customer support
870,1,lackproben
870,1,dokumentation
870,1,erstellen technischer datenblätter
870,1,produktionsanweisung
870,1,produktion
870,1,qualitätskontrolle
870,1,kommunikation
870,1,chemielaborant
870,1,englisch in wort und schrift
870,1,edv kenntnisse
870,1,freude an umgang mit kunden
870,1,moderne labor- und büroräume
870,1,bau- und anschlussmärkten
870,1,mehr oberflächen
871,0,16
871,1,automatisierungstechnik
871,1,einbuchen
871,1,handhabung
871,1,einstellung
871,1,rüsten
871,1,konfektion
871,1,inventuren
871,1,schnelle auffassungsgabe
871,1,staplerschein
871,1,hellen
871,1,sauberen arbeitsplatz
872,0,12
872,1,office location
872,1,planung
872,1,e-plan p8
872,1,schnittstelle
872,1,ansprechpartner
872,1,freigabe
872,1,elektrotechnik
872,1,automatisierungstechnik
872,1,staatlich geprüfter techniker mit fachrichtung elektrotechnik
872,1,technisches verständnis
872,1,berufserfahrung
872,1,cad-system sowie
872,1,windows-tools
872,1,sap
872,1,teamplayer
872,1,schneller auffassungsgabe
872,1,bruttomonatsgehalt
872,1,sexual orientation
873,0,1
873,1,flexibilität
873,1,katalyse und metallorganik
873,1,chemisch-technische
873,1,selbstständige arbeitsweise
873,1,verantwortungsbewusstsein
873,1,kommunikative fähigkeiten
873,1,englischkenntnisse
873,1,kommunikation
874,0,3
874,1,eigenverantwortliches handeln
874,1,angebotserstellung
874,1,angebotslegung
874,1,vertriebsleitung
874,1,auftragsabwicklung
874,1,kundenanalyse
874,1,einkauf
874,1,projektmanagement
874,1,vertrieb
874,1,kundenbetreuung
874,1,verhandlungssicheres auftreten
874,1,kommunikationsstärke
874,1,serviceorientierung
874,1,ms-office-kenntnisse
874,1,englischkenntnisse
874,1,strukturierte arbeitsweise
874,1,verantwortungsbewusstsein
874,1,teamgeist
875,0,4
875,1,automatisierungstechnik
875,1,führungsverantwortung
875,1,qualitäts-
875,1,angebotserstellung
875,1,angebotserstellung
875,1,aufwandsabschätzung
875,1,automatisierungstechnik
875,1,anlagenautomatisierung
875,1,servo-achssteuerungen
875,1,analytische fähigkeiten
875,1,selbstständige arbeitsweise
875,1,einsatzbereitschaft
875,1,kostenbewusstsein
875,1,kommunikationsstärke
875,1,reisebereitschaft
875,1,mitarbeiterevents
876,0,3
876,1,automatisierungstechnik
876,1,aufbau
876,1,analysieren und identifi
876,1,verfolgung von kundenprojekten
876,1,techniker*innen
876,1,kommunikations- und verhandlungsstark mit einer portion kreativität
876,1,englisch- und deutschkenntnisse
876,1,privatnutzung
877,0,4
877,1,analyse
877,1,konzeptionierung
877,1,parametrierung
877,1,integration
877,1,programmierung von prüfläufen und auswerteskripten
877,1,inbetriebnahme
877,1,prüfstände
877,1,inbetriebnahme
877,1,abnahmekriterien
877,1,prüfstandssysteme
877,1,automatisierungstechnik
877,1,elektrotechnik
877,1,technisches knowhow
877,1,inbetriebnahme
877,1,berufserfahrung
877,1,mess-
877,1,steuerungs- und regelungstechnik
877,1,automatisierung
877,1,python
877,1,c++/c
877,1,strukturiertes handeln
877,1,lösungsorientierte arbeitsweise
877,1,teamfähigkeit
877,1,verantwortung
877,1,einlernphase
877,1,mentorenprogramm
877,1,work-life-balance
877,1,zeitwertkonten
877,1,benefits
878,0,4
878,1,lebensdauer-
878,1,anwendungstests
878,1,absaugtechnik
878,1,zubehör & arbeitsplatzorganisation
878,1,bedienung
878,1,fehleranalysen
878,1,berufserfahrung
878,1,technisches verständnis
878,1,engagement
878,1,ausdauer
878,1,eigenverantwortliches handeln
878,1,kommunikationsstärke
878,1,handwerkliches geschick
878,1,stolz
879,0,4
879,1,ganzheitliche programmierung
879,1,inbetriebnahme
879,1,automobilindustrie
879,1,einrichten
879,1,steuerungen
879,1,interfaces
879,1,schnittstelle
879,1,inbetriebnahme
879,1,produktion
879,1,zusammenarbeit
879,1,"präzise umsetzen: überarbeitung auftragsrelevanter dokumentationen
   kommunikation"
879,1,produktion
879,1,nachweisbare berufserfahrung
879,1,anlagenprogrammierung
879,1,sps-programmierung
879,1,inbetriebnahme
879,1,siemens s7
879,1,wincc
879,1,tia portal
879,1,deutschkenntnisse
879,1,englischkenntnisse
879,1,teamorientierung
880,0,1
880,1,schulung
880,1,benchmarking
880,1,wirtschaftsingenieurwesen
880,1,betriebswirtschaft
880,1,berufserfahrung
880,1,technisches verständnis
880,1,denkvermögen
880,1,kreativität
880,1,kooperationsfähigkeit
880,1,teamfähigkeit
880,1,flexibilität
880,1,verkehrsanbindung
881,0,3
881,1,auslastung
881,1,ausfallzeiten
881,1,implementierung
881,1,reporting
881,1,operations management
881,1,qualifitkation
881,1,six sigma
881,1,lean-methodologien
881,1,"gerne in bezug auf servicebereitstellung 
   fundierte projektmanagement-skills 
   ausgezeichnete analytische und problemlösungsfähigkeiten"
881,1,kommunikationsfähigkeit
881,1,gängigen crm systemen
881,1,reisebereitschaft
881,1,verkehrsanbindung
882,0,3
882,1,koordination
882,1,analyse
882,1,implementierung
882,1,monitoring
882,1,reporting
882,1,kpis
882,1,customer journey
882,1,implementierung
882,1,online-shopsystemen
882,1,berufserfahrung
882,1,magento
882,1,sap commerce
882,1,projektmanagement
882,1,kommunikationsfähigkeit
882,1,java
882,1,teamplayer
882,1,digitale medien
882,1,verantwortungsbewusstsein
882,1,strukturierte arbeitsweise
882,1,kreativität
882,1,verkehrsanbindung
883,0,19
883,1,systementwicklung
883,1,engineering-dienstleistungen
883,1,produkt-endkontrolle
883,1,fortbildungen
883,1,fehlerdokumentation
883,1,prozessdokumentation
883,1,ms-office
883,1,erfahrungen
883,1,analytisches denk- und abstraktionsvermögen
883,1,selbstständige arbeitsweise
883,1,verantwortungsbewusstsein
883,1,deutsch
884,0,1
884,1,konzeption
884,1,einkauf
884,1,qualitätssicherung
884,1,terminverfolgung
884,1,mechanisch
884,1,fehleranalyse
884,1,maschinenbau
884,1,solid edge
884,1,ms-office
884,1,belastbarkeit
884,1,teamfähigkeit
884,1,englischkenntnisse
885,0,3
885,1,angebotserstellung
885,1,abstimmung
